frame,video_time_s,object,source,confidence,distance_m,closing_speed_mps,ttc_s,lane_overlap,in_lane,risk,action,incident_image
8,0.267,car,yolo11n,0.4756,53.46,6.597,8.103,1.0,True,SAFE,car AT SAFE DISTANCE,
8,0.267,motorcycle,yolo11n,0.4693,10.77,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
8,0.267,car,yolo11n,0.3944,45.96,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
10,0.333,car,yolo11n,0.6111,44.92,6.56,6.848,1.0,True,SAFE,car AT SAFE DISTANCE,
10,0.333,motorcycle,yolo11n,0.5634,7.47,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
10,0.333,car,yolo11n,0.5616,47.6,10.496,4.535,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
10,0.333,car,yolo11n,0.5252,21.72,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
10,0.333,car,yolo11n,0.4964,55.83,5.398,10.343,0.991,True,SAFE,car AT SAFE DISTANCE,
10,0.333,car,yolo11n,0.4267,46.21,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
10,0.333,car,yolo11n,0.3706,53.13,6.185,8.59,1.0,True,SAFE,car AT SAFE DISTANCE,
12,0.4,car,yolo11n,0.5994,44.4,6.807,6.523,1.0,True,SAFE,car AT SAFE DISTANCE,
12,0.4,car,yolo11n,0.5667,46.69,11.125,4.197,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
12,0.4,motorcycle,yolo11n,0.5583,13.66,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
12,0.4,car,yolo11n,0.5577,21.47,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
12,0.4,car,yolo11n,0.4969,55.46,5.428,10.218,0.991,True,SAFE,car AT SAFE DISTANCE,
12,0.4,car,yolo11n,0.4345,52.17,7.827,6.666,1.0,True,SAFE,car AT SAFE DISTANCE,
12,0.4,car,yolo11n,0.4332,66.32,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
12,0.4,car,yolo11n,0.4171,46.37,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
14,0.467,motorcycle,yolo11n,0.5962,14.18,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
14,0.467,car,yolo11n,0.5524,45.55,12.12,3.758,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
14,0.467,car,yolo11n,0.549,44.07,6.497,6.783,1.0,True,SAFE,car AT SAFE DISTANCE,
14,0.467,car,yolo11n,0.5383,21.3,3.149,6.765,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
14,0.467,car,yolo11n,0.5282,54.43,7.097,7.669,0.975,True,SAFE,car AT SAFE DISTANCE,
14,0.467,car,yolo11n,0.4392,51.55,8.072,6.387,1.0,True,SAFE,car AT SAFE DISTANCE,
14,0.467,car,yolo11n,0.4278,64.11,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
14,0.467,car,yolo11n,0.3582,47.1,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
16,0.534,car,yolo11n,0.5331,54.55,5.826,9.363,0.991,True,SAFE,car AT SAFE DISTANCE,
16,0.534,motorcycle,yolo11n,0.504,14.82,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
16,0.534,car,yolo11n,0.4525,63.72,19.492,3.269,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
16,0.534,car,yolo11n,0.4503,44.82,11.952,3.75,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
16,0.534,car,yolo11n,0.4379,44.4,4.862,9.132,1.0,True,SAFE,car AT SAFE DISTANCE,
16,0.534,car,yolo11n,0.3991,47.58,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
16,0.534,car,yolo11n,0.387,51.88,6.212,8.352,1.0,True,SAFE,car AT SAFE DISTANCE,
16,0.534,car,yolo11n,0.3816,157.5,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
18,0.6,car,yolo11n,0.5391,20.74,3.673,5.646,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
18,0.6,car,yolo11n,0.5362,54.63,5.655,9.661,0.991,True,SAFE,car AT SAFE DISTANCE,
18,0.6,motorcycle,yolo11n,0.4791,15.23,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
18,0.6,car,yolo11n,0.4318,157.5,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
18,0.6,car,yolo11n,0.4306,52.1,5.74,9.076,1.0,True,SAFE,car AT SAFE DISTANCE,
18,0.6,car,yolo11n,0.423,44.61,4.412,10.11,1.0,True,SAFE,car AT SAFE DISTANCE,
18,0.6,car,yolo11n,0.4069,62.42,19.492,3.202,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
18,0.6,car,yolo11n,0.3648,48.57,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
20,0.667,car,yolo11n,0.7456,20.48,3.718,5.508,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
20,0.667,car,yolo11n,0.6192,63.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
20,0.667,car,yolo11n,0.5636,54.68,5.548,9.856,0.992,True,SAFE,car AT SAFE DISTANCE,
20,0.667,motorcycle,yolo11n,0.508,16.02,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
20,0.667,car,yolo11n,0.4897,44.74,2.892,15.472,1.0,True,SAFE,car AT SAFE DISTANCE,
20,0.667,car,yolo11n,0.4708,157.5,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
20,0.667,car,yolo11n,0.4589,52.24,3.727,14.017,1.0,True,SAFE,car AT SAFE DISTANCE,
20,0.667,car,yolo11n,0.405,62.62,13.869,4.515,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
20,0.667,car,yolo11n,0.3893,49.21,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
22,0.734,car,yolo11n,0.6936,20.42,3.249,6.286,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.5999,57.28,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.5855,151.38,30.587,4.949,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
22,0.734,person,yolo11n,0.5852,5.83,0.0,,0.0,False,SAFE,person OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.5847,54.72,3.598,15.206,1.0,True,SAFE,car AT SAFE DISTANCE,
22,0.734,car,yolo11n,0.5117,23.33,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.4979,44.83,1.885,23.783,1.0,True,SAFE,car AT SAFE DISTANCE,
22,0.734,car,yolo11n,0.433,52.33,2.42,21.62,1.0,True,SAFE,car AT SAFE DISTANCE,
22,0.734,motorcycle,yolo11n,0.4097,16.95,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.4031,57.27,0.0,,0.145,False,SAFE,car OUTSIDE VEHICLE LANE,
22,0.734,car,yolo11n,0.3697,49.62,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
24,0.8,car,yolo11n,0.7175,20.51,2.592,7.914,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.6404,51.46,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.6339,147.39,37.897,3.889,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.5966,23.33,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.5799,53.94,4.048,13.324,1.0,True,SAFE,car AT SAFE DISTANCE,
24,0.8,car,yolo11n,0.4579,44.89,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
24,0.8,car,yolo11n,0.4409,57.27,0.0,,0.145,False,SAFE,car OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.4165,53.19,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
24,0.8,motorcycle,yolo11n,0.4139,18.56,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
24,0.8,car,yolo11n,0.3508,49.22,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
26,0.867,car,yolo11n,0.6865,20.81,1.706,12.201,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.6759,140.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.6312,47.23,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.6279,23.98,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.5919,53.44,4.327,12.351,1.0,True,SAFE,car AT SAFE DISTANCE,
26,0.867,motorcycle,yolo11n,0.4589,19.06,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.4472,58.23,0.0,,0.152,False,SAFE,car OUTSIDE VEHICLE LANE,
26,0.867,car,yolo11n,0.4455,44.93,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
26,0.867,car,yolo11n,0.4392,53.75,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
26,0.867,car,yolo11n,0.3688,49.63,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
28,0.934,car,yolo11n,0.7527,44.06,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.6958,20.87,1.125,18.559,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.6865,140.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.6354,24.41,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.588,52.37,4.412,11.869,1.0,True,SAFE,car AT SAFE DISTANCE,
28,0.934,motorcycle,yolo11n,0.5406,18.92,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.4413,54.11,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
28,0.934,car,yolo11n,0.4378,58.85,0.0,,0.152,False,SAFE,car OUTSIDE VEHICLE LANE,
28,0.934,car,yolo11n,0.4205,49.22,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
28,0.934,car,yolo11n,0.3782,44.95,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
30,1.0,car,yolo11n,0.7864,42.43,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
30,1.0,car,yolo11n,0.6866,20.8,0.937,22.196,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
30,1.0,car,yolo11n,0.6411,51.68,6.147,8.407,1.0,True,SAFE,car AT SAFE DISTANCE,
30,1.0,car,yolo11n,0.6228,135.1,36.735,3.678,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
30,1.0,car,yolo11n,0.6181,25.05,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
30,1.0,car,yolo11n,0.4952,58.29,0.0,,0.236,True,SAFE,car AT SAFE DISTANCE,
30,1.0,car,yolo11n,0.4528,54.34,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
30,1.0,car,yolo11n,0.4225,48.95,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
30,1.0,car,yolo11n,0.3842,44.97,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
30,1.0,motorcycle,yolo11n,0.3712,19.06,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
32,1.067,car,yolo11n,0.6747,40.55,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
32,1.067,car,yolo11n,0.6694,20.75,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
32,1.067,car,yolo11n,0.6347,25.67,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
32,1.067,car,yolo11n,0.6329,51.23,7.283,7.035,1.0,True,SAFE,car AT SAFE DISTANCE,
32,1.067,car,yolo11n,0.5899,131.91,40.433,3.262,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
32,1.067,car,yolo11n,0.4752,57.06,0.63,90.609,0.282,True,SAFE,car AT SAFE DISTANCE,
32,1.067,car,yolo11n,0.4718,47.57,2.142,22.209,1.0,True,SAFE,car AT SAFE DISTANCE,
32,1.067,car,yolo11n,0.4652,55.37,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
32,1.067,car,yolo11n,0.3901,44.44,0.364,122.043,1.0,True,SAFE,car AT SAFE DISTANCE,
32,1.067,motorcycle,yolo11n,0.3163,19.65,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.703,20.72,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.699,39.33,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.6802,25.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.6191,50.94,8.011,6.359,1.0,True,SAFE,car AT SAFE DISTANCE,
34,1.134,car,yolo11n,0.58,139.91,29.304,4.774,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.543,46.67,5.441,8.578,1.0,True,SAFE,car AT SAFE DISTANCE,
34,1.134,car,yolo11n,0.4838,56.26,2.524,22.291,0.357,True,SAFE,car AT SAFE DISTANCE,
34,1.134,car,yolo11n,0.4191,55.16,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
34,1.134,motorcycle,yolo11n,0.4047,19.77,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
34,1.134,car,yolo11n,0.365,44.09,1.392,31.668,1.0,True,SAFE,car AT SAFE DISTANCE,
36,1.201,car,yolo11n,0.7473,38.16,40.954,0.932,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
36,1.201,car,yolo11n,0.6827,24.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
36,1.201,car,yolo11n,0.6694,20.7,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
36,1.201,car,yolo11n,0.6024,50.75,8.504,5.968,1.0,True,SAFE,car AT SAFE DISTANCE,
36,1.201,motorcycle,yolo11n,0.5532,20.11,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
36,1.201,car,yolo11n,0.5438,46.09,7.561,6.096,1.0,True,SAFE,car AT SAFE DISTANCE,
36,1.201,car,yolo11n,0.5235,135.04,33.676,4.01,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
36,1.201,car,yolo11n,0.4769,55.75,3.256,17.123,0.357,True,SAFE,car AT SAFE DISTANCE,
36,1.201,car,yolo11n,0.4283,55.03,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
36,1.201,car,yolo11n,0.3172,43.87,2.056,21.335,1.0,True,SAFE,car AT SAFE DISTANCE,
38,1.267,car,yolo11n,0.748,37.41,30.095,1.243,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
38,1.267,car,yolo11n,0.732,24.14,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
38,1.267,car,yolo11n,0.6839,20.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
38,1.267,car,yolo11n,0.5927,50.63,7.09,7.141,1.0,True,SAFE,car AT SAFE DISTANCE,
38,1.267,motorcycle,yolo11n,0.5315,20.33,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
38,1.267,car,yolo11n,0.5218,45.71,7.518,6.08,1.0,True,SAFE,car AT SAFE DISTANCE,
38,1.267,car,yolo11n,0.5084,55.41,3.984,13.908,0.296,True,SAFE,car AT SAFE DISTANCE,
38,1.267,car,yolo11n,0.4485,54.94,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
38,1.267,car,yolo11n,0.3625,43.72,2.506,17.445,1.0,True,SAFE,car AT SAFE DISTANCE,
40,1.334,car,yolo11n,0.7813,36.91,22.105,1.67,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
40,1.334,car,yolo11n,0.7427,20.48,0.707,28.974,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
40,1.334,car,yolo11n,0.7421,23.56,0.9,26.189,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
40,1.334,car,yolo11n,0.6941,96.92,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
40,1.334,car,yolo11n,0.6032,50.55,6.19,8.166,1.0,True,SAFE,car AT SAFE DISTANCE,
40,1.334,car,yolo11n,0.5606,44.92,10.089,4.453,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
40,1.334,car,yolo11n,0.4926,55.19,6.512,8.476,0.339,True,SAFE,car AT SAFE DISTANCE,
40,1.334,car,yolo11n,0.4765,54.88,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
40,1.334,car,yolo11n,0.3659,43.63,2.785,15.669,1.0,True,SAFE,car AT SAFE DISTANCE,
40,1.334,motorcycle,yolo11n,0.3237,21.05,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
40,1.334,car,yolo11n,0.3067,127.87,37.022,3.454,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.7576,20.31,1.199,16.932,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.7386,23.19,2.613,8.874,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.7045,92.4,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.6899,36.59,16.0,2.287,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.6094,49.82,5.462,9.121,1.0,True,SAFE,car AT SAFE DISTANCE,
42,1.401,car,yolo11n,0.5349,44.4,10.324,4.301,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
42,1.401,motorcycle,yolo11n,0.5022,21.85,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
42,1.401,car,yolo11n,0.4972,55.05,8.139,6.763,0.296,True,SAFE,car AT SAFE DISTANCE,
42,1.401,car,yolo11n,0.497,54.85,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
42,1.401,car,yolo11n,0.3986,36.0,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
42,1.401,car,yolo11n,0.3787,44.11,1.799,24.516,1.0,True,SAFE,car AT SAFE DISTANCE,
44,1.467,car,yolo11n,0.7116,22.95,4.498,5.102,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
44,1.467,car,yolo11n,0.6857,20.31,1.05,19.351,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
44,1.467,car,yolo11n,0.617,37.15,11.31,3.285,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
44,1.467,car,yolo11n,0.614,50.02,3.556,14.068,1.0,True,SAFE,car AT SAFE DISTANCE,
44,1.467,motorcycle,yolo11n,0.5806,22.73,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
44,1.467,car,yolo11n,0.5754,44.61,9.296,4.799,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
44,1.467,car,yolo11n,0.4904,54.15,8.868,6.106,0.283,True,SAFE,car AT SAFE DISTANCE,
44,1.467,car,yolo11n,0.4654,55.7,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
44,1.467,car,yolo11n,0.3801,45.0,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
44,1.467,car,yolo11n,0.3499,35.65,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
46,1.534,car,yolo11n,0.6761,22.66,6.447,3.515,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
46,1.534,car,yolo11n,0.6458,28.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
46,1.534,car,yolo11n,0.6188,49.48,3.748,13.2,1.0,True,SAFE,car AT SAFE DISTANCE,
46,1.534,car,yolo11n,0.5706,20.2,1.178,17.147,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
46,1.534,car,yolo11n,0.5624,44.75,6.04,7.409,1.0,True,SAFE,car AT SAFE DISTANCE,
46,1.534,car,yolo11n,0.5382,54.37,5.762,9.436,0.242,True,SAFE,car AT SAFE DISTANCE,
46,1.534,car,yolo11n,0.5139,37.51,6.512,5.761,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
46,1.534,car,yolo11n,0.4816,56.25,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
46,1.534,motorcycle,yolo11n,0.471,23.68,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
46,1.534,car,yolo11n,0.431,45.0,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
46,1.534,car,yolo11n,0.3606,34.78,9.146,3.803,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
48,1.601,car,yolo11n,0.8066,27.58,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
48,1.601,car,yolo11n,0.67,22.33,5.719,3.905,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
48,1.601,car,yolo11n,0.6191,49.12,3.898,12.6,1.0,True,SAFE,car AT SAFE DISTANCE,
48,1.601,car,yolo11n,0.583,20.02,1.499,13.352,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
48,1.601,car,yolo11n,0.5631,44.29,5.098,8.688,1.0,True,SAFE,car AT SAFE DISTANCE,
48,1.601,car,yolo11n,0.5457,55.39,1.864,29.724,0.218,True,SAFE,car AT SAFE DISTANCE,
48,1.601,car,yolo11n,0.5041,56.6,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
48,1.601,motorcycle,yolo11n,0.4585,24.3,0.0,,0.0,False,SAFE,motorcycle OUTSIDE VEHICLE LANE,
48,1.601,car,yolo11n,0.4487,46.21,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
48,1.601,car,yolo11n,0.4441,37.74,3.406,11.081,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
48,1.601,car,yolo11n,0.3072,34.86,5.698,6.118,1.0,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.8243,26.93,8.022,3.357,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
50,1.667,car,yolo11n,0.7023,22.25,4.969,4.477,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
50,1.667,car,yolo11n,0.6966,19.7,2.142,9.197,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
50,1.667,car,yolo11n,0.6228,48.89,3.984,12.271,1.0,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.6179,44.0,4.477,9.829,1.0,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.5568,56.05,0.0,,0.218,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.4599,57.79,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.4347,46.37,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
50,1.667,car,yolo11n,0.3838,35.26,2.774,12.712,1.0,True,SAFE,car AT SAFE DISTANCE,
